8.84053e-006 8.84057e-006
8.8628e-006 8.86482e-006
8.88221e-006 8.88913e-006
8.89898e-006 8.91351e-006
8.91336e-006 8.93794e-006
8.92558e-006 8.96243e-006
8.93593e-006 8.98698e-006
8.94468e-006 9.01159e-006
8.95212e-006 9.03626e-006
8.95855e-006 9.06098e-006
8.96427e-006 9.08577e-006
8.96961e-006 9.11061e-006
8.97485e-006 9.13552e-006
8.98032e-006 9.16048e-006
8.98631e-006 9.18551e-006
8.99311e-006 9.21059e-006
9.00099e-006 9.23573e-006
9.01021e-006 9.26093e-006
9.02101e-006 9.28619e-006
9.0336e-006 9.31151e-006
9.04815e-006 9.33689e-006
9.06484e-006 9.36233e-006
9.08377e-006 9.38782e-006
9.10503e-006 9.41338e-006
9.12867e-006 9.43899e-006
9.15472e-006 9.46467e-006
9.18316e-006 9.4904e-006
9.21392e-006 9.51619e-006
9.24693e-006 9.54204e-006
9.28207e-006 9.56795e-006
9.3192e-006 9.59392e-006
9.35814e-006 9.61995e-006
9.39869e-006 9.64604e-006
9.44065e-006 9.67219e-006
9.48377e-006 9.6984e-006
9.52783e-006 9.72466e-006
9.57255e-006 9.75099e-006
9.61768e-006 9.77737e-006
9.66295e-006 9.80381e-006
9.7081e-006 9.83032e-006
9.75286e-006 9.85688e-006
9.79696e-006 9.8835e-006
9.84016e-006 9.91018e-006
9.88221e-006 9.93692e-006
9.92286e-006 9.96371e-006
9.9619e-006 9.99057e-006
9.9991e-006 1.00175e-005
1.00343e-005 1.00445e-005
1.00672e-005 1.00715e-005
1.00977e-005 1.00986e-005
1.01257e-005 1.01257e-005
