0.0519082 0.049191
0.0545117 0.0513257
0.0571131 0.0534249
0.0597129 0.05549
0.0623112 0.0575225
0.0649083 0.0595236
0.0675043 0.0614945
0.0700994 0.0634366
0.0726937 0.0653509
0.0752874 0.0672385
0.0778805 0.0691005
0.0804731 0.070938
0.0830653 0.0727518
0.0856572 0.074543
0.0882488 0.0763125
0.0908401 0.078061
0.0934313 0.0797896
0.0960223 0.0814988
0.0986132 0.0831897
0.101204 0.0848628
0.103795 0.0865189
0.106386 0.0881587
0.108976 0.0897828
0.111567 0.0913919
0.114158 0.0929867
0.116749 0.0945676
0.11934 0.0961354
0.121931 0.0976905
0.124522 0.0992334
0.127113 0.100765
0.129705 0.102285
0.132296 0.103794
0.134888 0.105294
0.13748 0.106784
0.140072 0.108264
0.142664 0.109735
0.145256 0.111198
0.147849 0.112653
0.150442 0.1141
0.153035 0.11554
0.155628 0.116973
0.158221 0.118399
0.160815 0.119819
0.163408 0.121233
0.166003 0.122641
0.168597 0.124044
0.171191 0.125441
0.173786 0.126834
0.176381 0.128222
0.178976 0.129606
0.181572 0.130985
